2017-09-07 13:26:30   mouse movement trajectory: ( 66, 550 )
2017-09-14 00:55:57   mouse movement trajectory: ( 682, 354 )
2017-09-14 00:55:57   mouse movement trajectory: ( 302, 28 )
2017-09-14 00:55:57   mouse movement trajectory: ( 300, 28 )
2017-09-14 00:55:57   mouse movement trajectory: ( 110, 386 )
2017-09-14 00:55:57   mouse movement trajectory: ( 384, 288 )
2017-09-14 00:55:57   mouse movement trajectory: ( 386, 288 )
2017-09-14 00:55:57   mouse movement trajectory: ( 410, 282 )
2017-09-14 00:55:57   mouse movement trajectory: ( 682, 356 )
2017-09-14 00:55:57   mouse movement trajectory: ( 452, 264 )
2017-09-14 00:55:57   mouse movement trajectory: ( 656, 204 )
2017-09-14 00:55:57   mouse movement trajectory: ( 738, 188 )
2017-09-14 00:55:57   mouse movement trajectory: ( 890, 170 )
2017-09-14 00:55:57   mouse movement trajectory: ( 674, 360 )
2017-09-14 00:55:57   mouse movement trajectory: ( 1132, 164 )
2017-09-14 00:55:57   mouse movement trajectory: ( 204, 336 )
2017-09-14 00:55:58   mouse movement trajectory: ( 1176, 164 )
2017-09-14 00:55:58   mouse movement trajectory: ( 1260, 164 )
2017-09-14 00:55:58   mouse movement trajectory: ( 622, 372 )
2017-09-14 00:55:58   mouse movement trajectory: ( 298, 28 )
2017-09-14 00:55:58   mouse movement trajectory: ( 298, 30 )
2017-09-14 00:55:58   mouse movement trajectory: ( 296, 30 )
2017-09-14 00:55:58   mouse movement trajectory: ( 294, 30 )
2017-09-14 00:55:58   mouse movement trajectory: ( 560, 380 )
2017-09-14 00:55:58   mouse movement trajectory: ( 162, 356 )
2017-09-14 00:55:58   mouse movement trajectory: ( 536, 382 )
2017-09-14 00:55:58   mouse movement trajectory: ( 500, 384 )
2017-09-14 00:55:58   mouse movement trajectory: ( 156, 370 )
2017-09-14 00:55:58   mouse movement trajectory: ( 492, 384 )
2017-09-14 00:55:58   mouse movement trajectory: ( 294, 32 )
2017-09-14 00:55:58   mouse movement trajectory: ( 152, 378 )
2017-09-14 00:55:58   mouse movement trajectory: ( 290, 32 )
2017-09-14 00:55:58   mouse movement trajectory: ( 274, 44 )
2017-09-14 00:55:58   mouse movement trajectory: ( 234, 74 )
2017-09-14 00:55:59   mouse movement trajectory: ( 482, 384 )
2017-09-14 00:55:59   mouse movement trajectory: ( 210, 94 )
2017-09-14 00:55:59   mouse movement trajectory: ( 160, 132 )
2017-09-14 00:55:59   mouse movement trajectory: ( 480, 384 )
2017-09-14 00:55:59   mouse movement trajectory: ( 132, 156 )
2017-09-14 00:55:59   mouse movement trajectory: ( 118, 170 )
2017-09-14 00:55:59   mouse movement trajectory: ( 148, 390 )
2017-09-14 00:55:59   mouse movement trajectory: ( 96, 196 )
2017-09-14 00:55:59   mouse movement trajectory: ( 118, 382 )
2017-09-14 00:55:59   mouse movement trajectory: ( 280, 320 )
2017-09-14 00:55:59   mouse movement trajectory: ( 302, 554 )
2017-09-14 00:55:59   mouse movement trajectory: ( 240, 597 )
2017-09-14 00:55:59   mouse movement trajectory: ( 140, 400 )
2017-09-14 00:55:59   mouse movement trajectory: ( 404, 298 )
2017-09-14 00:55:59   mouse movement trajectory: ( 166, 663 )
2017-09-14 00:55:59   mouse movement trajectory: ( 114, 719 )
2017-09-14 00:56:00   mouse movement trajectory: ( 110, 726 )
2017-09-14 00:56:00   mouse movement trajectory: ( 108, 727 )
2017-09-14 00:56:00   mouse movement trajectory: ( 424, 296 )
2017-09-14 00:56:00   mouse movement trajectory: ( 198, 338 )
2017-09-14 00:56:00   mouse movement trajectory: ( 428, 296 )
2017-09-14 00:56:00   mouse movement trajectory: ( 104, 719 )
2017-09-14 00:56:00   mouse movement trajectory: ( 430, 296 )
2017-09-14 00:56:00   mouse movement trajectory: ( 94, 707 )
2017-09-14 00:56:00   mouse movement trajectory: ( 184, 338 )
2017-09-14 00:56:00   mouse movement trajectory: ( 88, 697 )
2017-09-14 00:56:00   mouse movement trajectory: ( 434, 296 )
2017-09-14 00:56:00   mouse movement trajectory: ( 86, 692 )
2017-09-14 00:56:00   mouse movement trajectory: ( 484, 386 )
2017-09-14 00:56:00   mouse movement trajectory: ( 80, 681 )
2017-09-14 00:56:00   mouse movement trajectory: ( 78, 677 )
2017-09-14 00:56:00   mouse movement trajectory: ( 74, 667 )
2017-09-14 00:56:00   mouse movement trajectory: ( 68, 656 )
2017-09-14 00:56:00   mouse movement trajectory: ( 66, 650 )
2017-09-14 00:56:01   mouse movement trajectory: ( 64, 640 )
2017-09-14 00:56:01   mouse movement trajectory: ( 62, 631 )
2017-09-14 00:56:01   mouse movement trajectory: ( 60, 627 )
2017-09-14 00:56:01   mouse movement trajectory: ( 58, 618 )
2017-09-14 00:56:01   mouse movement trajectory: ( 180, 338 )
2017-09-14 00:56:01   mouse movement trajectory: ( 58, 610 )
2017-09-14 00:56:01   mouse movement trajectory: ( 58, 603 )
2017-09-14 00:56:01   mouse movement trajectory: ( 500, 388 )
2017-09-14 00:56:01   mouse movement trajectory: ( 62, 598 )
2017-09-14 00:56:01   mouse movement trajectory: ( 70, 591 )
2017-09-14 00:56:01   mouse movement trajectory: ( 78, 584 )
2017-09-14 00:56:01   mouse movement trajectory: ( 92, 573 )
2017-09-14 00:56:01   mouse movement trajectory: ( 106, 563 )
2017-09-14 00:56:01   mouse movement trajectory: ( 512, 388 )
2017-09-14 00:56:01   mouse movement trajectory: ( 114, 559 )
2017-09-14 00:56:01   mouse movement trajectory: ( 118, 556 )
2017-09-14 00:56:01   mouse movement trajectory: ( 120, 555 )
2017-09-14 00:56:01   mouse movement trajectory: ( 122, 555 )
2017-09-14 00:56:02   mouse movement trajectory: ( 124, 555 )
2017-09-14 00:56:02   mouse movement trajectory: ( 126, 555 )
2017-09-14 00:56:02   mouse movement trajectory: ( 176, 338 )
2017-09-14 00:56:02   mouse movement trajectory: ( 530, 390 )
2017-09-14 00:56:02   mouse movement trajectory: ( 540, 390 )
2017-09-14 00:56:02   mouse movement trajectory: ( 174, 336 )
2017-09-14 00:56:02   mouse movement trajectory: ( 550, 392 )
2017-09-14 00:56:02   mouse movement trajectory: ( 580, 398 )
2017-09-14 00:56:02   mouse movement trajectory: ( 88, 276 )
2017-09-14 00:56:02   mouse movement trajectory: ( 90, 276 )
2017-09-14 00:56:02   mouse movement trajectory: ( 106, 276 )
2017-09-14 00:56:02   mouse movement trajectory: ( 126, 557 )
2017-09-14 00:56:02   mouse movement trajectory: ( 126, 563 )
2017-09-14 00:56:02   mouse movement trajectory: ( 126, 571 )
2017-09-14 00:56:02   mouse movement trajectory: ( 126, 575 )
2017-09-14 00:56:02   mouse movement trajectory: ( 124, 581 )
2017-09-14 00:56:02   mouse movement trajectory: ( 124, 585 )
2017-09-14 00:56:02   mouse movement trajectory: ( 220, 296 )
2017-09-14 00:56:03   mouse movement trajectory: ( 124, 587 )
2017-09-14 00:56:03   mouse movement trajectory: ( 124, 591 )
2017-09-14 00:56:03   mouse movement trajectory: ( 622, 408 )
2017-09-14 00:56:03   mouse movement trajectory: ( 124, 595 )
2017-09-14 00:56:03   mouse movement trajectory: ( 126, 597 )
2017-09-14 00:56:03   mouse movement trajectory: ( 258, 306 )
2017-09-14 00:56:03   mouse movement trajectory: ( 126, 601 )
2017-09-14 00:56:03   mouse movement trajectory: ( 126, 602 )
2017-09-14 00:56:03   mouse movement trajectory: ( 436, 296 )
2017-09-14 00:56:03   mouse movement trajectory: ( 126, 603 )
2017-09-14 00:56:03   mouse movement trajectory: ( 126, 604 )
2017-09-14 00:56:03   mouse movement trajectory: ( 126, 605 )
2017-09-14 00:56:03   mouse movement trajectory: ( 268, 310 )
2017-09-14 00:56:03   mouse movement trajectory: ( 648, 414 )
2017-09-14 00:56:03   mouse movement trajectory: ( 126, 606 )
2017-09-14 00:56:03   mouse movement trajectory: ( 230, 328 )
2017-09-14 00:56:03   mouse movement trajectory: ( 228, 328 )
2017-09-14 00:56:03   mouse movement trajectory: ( 274, 310 )
2017-09-14 00:56:04   mouse movement trajectory: ( 220, 332 )
2017-09-14 00:56:04   mouse movement trajectory: ( 214, 334 )
2017-09-14 00:56:04   mouse movement trajectory: ( 204, 336 )
2017-09-14 00:56:04   mouse movement trajectory: ( 174, 332 )
2017-09-14 00:56:04   mouse movement trajectory: ( 198, 338 )
2017-09-14 00:56:04   mouse movement trajectory: ( 278, 310 )
2017-09-14 00:56:04   mouse movement trajectory: ( 142, 402 )
2017-09-14 00:56:04   mouse movement trajectory: ( 686, 424 )
2017-09-14 00:56:04   mouse movement trajectory: ( 280, 310 )
2017-09-14 00:56:04   mouse movement trajectory: ( 174, 330 )
2017-09-14 00:56:04   mouse movement trajectory: ( 172, 328 )
2017-09-14 00:56:04   mouse movement trajectory: ( 172, 326 )
2017-09-14 00:56:04   mouse movement trajectory: ( 172, 326 )
2017-09-14 00:56:04   mouse movement trajectory: ( 172, 326 )
2017-09-14 00:56:04   mouse movement trajectory: ( 172, 326 )
2017-09-14 00:56:04   mouse movement trajectory: ( 172, 326 )
2017-09-14 00:56:04   mouse movement trajectory: ( 172, 326 )
2017-09-14 00:56:04   mouse movement trajectory: ( 172, 326 )
2017-09-14 00:56:05   mouse movement trajectory: ( 172, 324 )
2017-09-14 00:56:05   mouse movement trajectory: ( 172, 326 )
2017-09-14 00:56:05   mouse movement trajectory: ( 172, 326 )
2017-09-14 00:56:05   mouse movement trajectory: ( 172, 326 )
2017-09-14 00:56:05   mouse movement trajectory: ( 172, 326 )
2017-09-14 00:56:05   mouse movement trajectory: ( 172, 326 )
2017-09-14 00:56:05   mouse movement trajectory: ( 172, 326 )
2017-09-14 00:56:05   mouse movement trajectory: ( 172, 328 )
2017-09-14 00:56:05   mouse movement trajectory: ( 172, 328 )
2017-09-14 00:56:05   mouse movement trajectory: ( 172, 328 )
2017-09-14 00:56:05   mouse movement trajectory: ( 172, 328 )
2017-09-14 00:56:05   mouse movement trajectory: ( 172, 328 )
2017-09-14 00:56:05   mouse movement trajectory: ( 172, 328 )
2017-09-14 00:56:05   mouse movement trajectory: ( 284, 310 )
2017-09-14 00:56:05   mouse movement trajectory: ( 168, 336 )
2017-09-14 00:56:05   mouse movement trajectory: ( 166, 340 )
2017-09-14 00:56:05   mouse movement trajectory: ( 166, 340 )
2017-09-14 00:56:06   mouse movement trajectory: ( 288, 312 )
2017-09-14 00:56:06   mouse movement trajectory: ( 166, 340 )
2017-09-14 00:56:06   mouse movement trajectory: ( 162, 356 )
2017-09-14 00:56:06   mouse movement trajectory: ( 162, 356 )
2017-09-14 00:56:06   mouse movement trajectory: ( 162, 356 )
2017-09-14 00:56:06   mouse movement trajectory: ( 290, 312 )
2017-09-14 00:56:06   mouse movement trajectory: ( 156, 370 )
2017-09-14 00:56:06   mouse movement trajectory: ( 292, 312 )
2017-09-14 00:56:06   mouse movement trajectory: ( 152, 378 )
2017-09-14 00:56:06   mouse movement trajectory: ( 152, 378 )
2017-09-14 00:56:06   mouse movement trajectory: ( 292, 314 )
2017-09-14 00:56:06   mouse movement trajectory: ( 148, 390 )
2017-09-14 00:56:06   mouse movement trajectory: ( 148, 390 )
2017-09-14 00:56:06   mouse movement trajectory: ( 696, 426 )
2017-09-14 00:56:06   mouse movement trajectory: ( 140, 400 )
2017-09-14 00:56:06   mouse movement trajectory: ( 140, 400 )
2017-09-14 00:56:06   mouse movement trajectory: ( 140, 400 )
2017-09-14 00:56:06   mouse movement trajectory: ( 140, 400 )
2017-09-14 00:56:07   mouse movement trajectory: ( 140, 400 )
2017-09-14 00:56:07   mouse movement trajectory: ( 140, 400 )
2017-09-14 00:56:07   mouse movement trajectory: ( 140, 400 )
2017-09-14 00:56:07   mouse movement trajectory: ( 140, 400 )
2017-09-14 00:56:07   mouse movement trajectory: ( 140, 400 )
2017-09-14 00:56:07   mouse movement trajectory: ( 140, 400 )
2017-09-14 00:56:07   mouse movement trajectory: ( 140, 400 )
2017-09-14 00:56:07   mouse movement trajectory: ( 140, 400 )
2017-09-14 00:56:07   mouse movement trajectory: ( 140, 400 )
2017-09-14 00:56:07   mouse movement trajectory: ( 140, 400 )
2017-09-14 00:56:07   mouse movement trajectory: ( 140, 400 )
2017-09-14 00:56:07   mouse movement trajectory: ( 140, 400 )
2017-09-14 00:56:07   mouse movement trajectory: ( 706, 428 )
2017-09-14 00:56:07   mouse movement trajectory: ( 718, 432 )
2017-09-14 00:56:07   mouse movement trajectory: ( 720, 432 )
2017-09-14 00:56:07   mouse movement trajectory: ( 722, 432 )
2017-09-14 00:56:07   mouse movement trajectory: ( 144, 402 )
2017-09-14 00:56:08   mouse movement trajectory: ( 142, 402 )
2017-09-14 00:56:08   mouse movement trajectory: ( 142, 402 )
2017-09-14 00:56:08   mouse movement trajectory: ( 126, 607 )
2017-09-14 00:56:08   mouse movement trajectory: ( 144, 402 )
2017-09-14 00:56:08   mouse movement trajectory: ( 144, 402 )
2017-09-14 00:56:08   mouse movement trajectory: ( 146, 402 )
2017-09-14 00:56:08   mouse movement trajectory: ( 128, 609 )
2017-09-14 00:56:08   mouse movement trajectory: ( 146, 402 )
2017-09-14 00:56:08   mouse movement trajectory: ( 146, 402 )
2017-09-14 00:56:08   mouse movement trajectory: ( 128, 612 )
2017-09-14 00:56:08   mouse movement trajectory: ( 150, 402 )
2017-09-14 00:56:08   mouse movement trajectory: ( 150, 402 )
2017-09-14 00:56:08   mouse movement trajectory: ( 128, 616 )
2017-09-14 00:56:08   mouse movement trajectory: ( 150, 402 )
2017-09-14 00:56:08   mouse movement trajectory: ( 154, 402 )
2017-09-14 00:56:08   mouse movement trajectory: ( 128, 618 )
2017-09-14 00:56:08   mouse movement trajectory: ( 154, 402 )
2017-09-14 00:56:08   mouse movement trajectory: ( 154, 402 )
2017-09-14 00:56:08   mouse movement trajectory: ( 158, 402 )
2017-09-14 00:56:09   mouse movement trajectory: ( 128, 623 )
2017-09-14 00:56:09   mouse movement trajectory: ( 158, 402 )
2017-09-14 00:56:09   mouse movement trajectory: ( 158, 402 )
2017-09-14 00:56:09   mouse movement trajectory: ( 160, 402 )
2017-09-14 00:56:09   mouse movement trajectory: ( 130, 626 )
2017-09-14 00:56:09   mouse movement trajectory: ( 160, 402 )
2017-09-14 00:56:09   mouse movement trajectory: ( 160, 402 )
2017-09-14 00:56:09   mouse movement trajectory: ( 162, 402 )
2017-09-14 00:56:09   mouse movement trajectory: ( 130, 627 )
2017-09-14 00:56:09   mouse movement trajectory: ( 162, 402 )
2017-09-14 00:56:09   mouse movement trajectory: ( 162, 402 )
2017-09-14 00:56:09   mouse movement trajectory: ( 130, 629 )
